id,scrape_time,clean_time,status
20130101195636,1.8825767040252688,0.0070326328277587,yes
20130103040133,3.64603590965271,0.0075719356536865,yes
20130103232758,0.8492331504821777,0.0070860385894775,yes
20130105013954,0.8879954814910889,0.0076837539672851,yes
20130107014302,0.1166293621063232,0.0077922344207763,yes
20130108010159,2.232668399810791,0.0068516731262207,yes
20130108104748,1.6995971202850342,0.0080928802490234,yes
20130109205807,1.4592080116271973,0.0072777271270751,yes
20130111081134,2.3327178955078125,0.0076732635498046,yes
20130111153059,2.8569886684417725,0.0071995258331298,yes
20130112202836,0.9415397644042968,0.0071873664855957,yes
20130113224138,0.5220139026641846,0.0074324607849121,yes
20130115045023,1.0278823375701904,0.0070610046386718,yes
20130115172633,1.054128646850586,0.0076515674591064,yes
20130116212153,1.2275679111480713,0.0074179172515869,yes
20130117232406,1.2601337432861328,0.0156140327453613,yes
20130120001055,1.016111135482788,0.0072195529937744,yes
20130120051843,0.4669239521026611,0.006892442703247,yes
20130122061847,2.002608299255371,0.0071825981140136,yes
20130122231935,1.8250832557678225,0.0068793296813964,yes
20130124032617,3.255157947540283,0.0069179534912109,yes
20130125151239,0.0875916481018066,0.0195317268371582,yes
20130125181734,2.1968252658843994,0.0068738460540771,yes
20130126224533,1.338336706161499,0.0080127716064453,yes
20130128024033,3.94579815864563,0.0073299407958984,yes
20130128223540,2.027374267578125,0.0071043968200683,yes
20130130090344,2.6122775077819824,0.0078880786895751,yes
20130130185920,1.1390559673309326,0.0065977573394775,yes
20130131204349,0.194547414779663,0.0066854953765869,yes
20130202003850,2.407866954803467,0.0077037811279296,yes
20130202225117,1.248613357543945,0.0071268081665039,yes
20130204023309,2.041010618209839,0.007692813873291,yes
20130205025432,1.37113356590271,0.0076456069946289,yes
20130205123451,1.5184035301208496,0.0068578720092773,yes
20130206190936,0.8050086498260498,0.0076270103454589,yes
20130208034335,1.2157480716705322,0.007941722869873,yes
20130209035630,1.8161029815673828,0.0238363742828369,yes
20130209153445,1.2265470027923584,0.0067524909973144,yes
20130211015457,1.3087761402130127,0.0084280967712402,yes
20130211144544,0.0959234237670898,0.0170772075653076,yes
20130212233840,0.5976278781890869,0.0075724124908447,yes
20130213085603,0.2679243087768554,0.0064265727996826,yes
20130214184005,0.1897060871124267,0.0073204040527343,yes
20130216015048,1.643845558166504,0.008066177368164,yes
20130217000006,1.6720552444458008,0.0067694187164306,yes
20130217170436,2.683218717575073,0.0072143077850341,yes
20130218175451,2.9716804027557373,0.0077450275421142,yes
20130219213732,1.0037155151367188,0.0073730945587158,yes
20130221001655,0.6585123538970947,0.006767988204956,yes
20130222004607,2.0701353549957275,0.0075352191925048,yes
20130223000103,1.476994276046753,0.0073993206024169,yes
20130224004745,1.897477865219116,0.0143141746520996,yes
20130225001058,3.1515047550201416,0.0075085163116455,yes
20130225232330,0.1924922466278076,0.0157701969146728,yes
20130226234107,2.952966928482056,0.0073914527893066,yes
20130228003735,0.0361366271972656,0.0081980228424072,yes
20130301010718,0.6116564273834229,0.007167100906372,yes
20130302003130,2.741605043411255,0.0073823928833007,yes
20130302204908,2.679201364517212,0.0073204040527343,yes
20130303205623,1.3090202808380127,0.0077290534973144,yes
20130305073224,3.157783031463623,0.0094847679138183,yes
20130305155950,2.726163148880005,0.0072982311248779,yes
20130306191816,2.631301164627075,0.0077710151672363,yes
20130307215230,0.6250386238098145,0.0070850849151611,yes
20130308165131,2.786924362182617,0.0072207450866699,yes
