id,scrape_time,clean_time,status
20230104052123,,,fail
20230105012314,,,fail
20230105184800,,,fail
20230106175134,,,fail
20230108010803,,,fail
20230108232449,,,fail
20230109230839,,,fail
20230110205732,,,fail
20230113004612,,,fail
20230114013051,,,fail
20230114213746,,,fail
20230115222350,,,fail
20230116080807,,,fail
20230118005404,,,fail
20230118165444,,,fail
20230119202354,,,fail
20230121165350,,,fail
20230122064851,,,fail
20230123153722,,,fail
20230125052140,,,fail
20230125172233,,,fail
20230126161344,,,fail
20230127205434,,,fail
20230129002329,,,fail
20230130083937,,,fail
20230201012035,,,fail
20230201012603,,,fail
20230202222050,,,fail
20230203233134,,,fail
20230204110945,,,fail
20230206011249,,,fail
20230207012807,,,fail
20230208020750,,,fail
20230208123720,,,fail
20230209223701,,,fail
20230211025247,,,fail
20230213042214,,,fail
20230213233827,,,fail
20230214160743,,,fail
20230215165734,,,fail
20230217035444,,,fail
20230218003457,,,fail
20230220083507,,,fail
20230221000435,,,fail
20230222091337,,,fail
20230223053703,,,fail
20230225082226,,,fail
20230226083116,,,fail
20230227091731,,,fail
20230228074027,,,fail
20230228190917,,,fail
20230301052501,,,fail
20230303040711,,,fail
20230304092657,,,fail
20230305072516,,,fail
20230305233755,,,fail
20230307010654,,,fail
20230307172358,,,fail
20230309001908,,,fail
20230310101300,,,fail
20230311181657,,,fail
20230312115741,,,fail
20230314010818,,,fail
20230314234112,,,fail
20230315213345,,,fail
20230316220509,,,fail
20230317225510,,,fail
20230318232234,,,fail
20230320000200,,,fail
20230321075827,,,fail
20230322075657,,,fail
20230323042525,,,fail
20230323203715,,,fail
20230324165802,,,fail
20230327003642,,,fail
20230328042026,,,fail
20230328223534,,,fail
20230330023818,,,fail
20230331204748,,,fail
20230402053734,,,fail
20230402232137,,,fail
20230405003206,,,fail
20230406013017,,,fail
20230408023916,,,fail
20230409031333,,,fail
20230410172828,,,fail
20230411171542,,,fail
20230412170914,,,fail
20230414035807,,,fail
20230416025712,,,fail
20230416164341,,,fail
20230417150456,,,fail
20230419010402,,,fail
20230419164642,,,fail
20230421045520,,,fail
20230421234916,,,fail
20230423021056,,,fail
20230424015302,,,fail
20230424214737,,,fail
20230425222838,,,fail
20230427071351,,,fail
20230428010903,,,fail
20230428170251,,,fail
20230430024131,,,fail
20230501045535,,,fail
20230502092901,,,fail
20230503062213,,,fail
